,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
67,7,21,1970-02-04,19:52:45,inspection,,835.88,26.49,26.49,,100,5100
68,1,17,1970-02-04,23:17:44,inspection,,839.3,123.15,123.15,,100,3900
69,4,14,1970-02-05,10:59:50,inspection,,851.0,367.79,186.26,,100,2800
70,9,18,1970-02-05,23:02:50,inspection,,863.05,131.11,131.11,,100,1600
71,6,16,1970-02-06,11:56:31,inspection,,875.94,199.16,199.16,,100,2800
72,2,11,1970-02-07,09:18:21,inspection,wornout,897.31,730.74,173.26,,100,2700
73,2,11,1970-02-07,12:08:46,failure,,900.15,733.58,2.84,,1200,3900
74,2,11,1970-02-07,12:08:46,replacement,unused,900.15,733.58,0.0,,1100,5000
75,3,15,1970-02-07,18:51:33,failure,,906.86,281.48,112.72,,1200,2800
76,3,15,1970-02-07,18:51:33,replacement,unused,906.86,281.48,0.0,,1100,3900
77,5,20,1970-02-10,00:41:25,inspection,,960.69,155.84,155.84,,100,2700
78,7,21,1970-02-10,17:21:11,inspection,,977.35,167.97,141.47,,100,5200
79,3,24,1970-02-10,21:27:12,inspection,,981.45,74.59,74.59,,100,4000
80,8,19,1970-02-10,23:49:05,inspection,,983.82,211.02,152.45,,100,5200
81,10,22,1970-02-11,02:24:57,inspection,,986.42,152.83,152.83,,100,2900
82,9,18,1970-02-11,18:29:13,inspection,,1002.49,270.55,139.44,,100,1700
83,1,17,1970-02-11,19:10:57,inspection,,1003.18,287.04,163.89,,100,4000
84,6,16,1970-02-12,10:32:54,inspection,,1018.55,341.77,142.61,,100,2900
85,4,14,1970-02-12,14:20:02,inspection,,1022.33,539.13,171.34,,100,2900
86,2,23,1970-02-15,00:58:11,inspection,,1080.97,180.82,180.82,,100,5100
87,3,24,1970-02-17,06:58:21,inspection,,1134.97,228.11,153.52,,100,4100
88,7,21,1970-02-17,15:54:20,inspection,,1143.91,334.52,166.55,,100,5300
89,8,19,1970-02-17,19:04:46,inspection,,1147.08,374.28,163.26,,100,5300
90,5,20,1970-02-17,22:20:05,inspection,,1150.33,345.49,189.64,,100,2800
91,1,17,1970-02-17,23:12:53,failure,,1151.21,435.07,148.03,,1200,5200
92,1,17,1970-02-17,23:12:53,replacement,unused,1151.21,435.07,0.0,,1100,6300
93,10,22,1970-02-18,08:26:56,inspection,,1160.45,326.86,174.03,,100,3000
94,6,16,1970-02-18,13:00:47,inspection,,1165.01,488.23,146.46,,100,3000
95,9,18,1970-02-18,19:06:30,inspection,,1171.11,439.17,168.62,,100,1800
96,4,14,1970-02-18,22:11:16,inspection,wornout,1174.19,690.98,151.85,,100,3000
97,4,14,1970-02-19,01:00:02,replacement,unused,1177.0,693.79,2.81,True,1100,4100
98,1,25,1970-02-20,09:00:18,inspection,,1209.01,57.79,57.79,,100,6400
99,2,23,1970-02-22,18:27:49,inspection,,1266.46,366.32,185.49,,100,5200
100,3,24,1970-02-23,12:43:50,inspection,,1284.73,377.87,149.76,,100,4200
101,8,19,1970-02-23,16:03:29,inspection,,1288.06,515.26,140.98,,100,5400
102,7,21,1970-02-23,17:23:20,inspection,,1289.39,480.0,145.48,,100,5400
103,5,20,1970-02-24,00:00:10,inspection,,1296.0,491.15,145.67,,100,2900
104,9,18,1970-02-24,14:05:14,failure,,1310.09,578.15,138.98,,1200,3000
105,9,18,1970-02-24,14:05:14,replacement,unused,1310.09,578.15,0.0,,1100,4100
106,10,22,1970-02-25,07:45:06,inspection,,1327.75,494.16,167.3,,100,3100
107,6,16,1970-02-25,17:21:19,failure,,1337.36,660.57,172.34,,1200,4200
108,6,16,1970-02-25,17:21:19,replacement,unused,1337.36,660.57,0.0,,1100,5300
109,4,26,1970-02-26,08:31:29,inspection,,1352.52,175.52,175.52,,100,4200
110,6,28,1970-02-26,13:46:10,inspection,,1357.77,20.41,20.41,,100,5400
111,1,25,1970-02-27,17:18:23,inspection,,1385.31,234.09,176.3,,100,6500
112,9,27,1970-02-27,17:51:33,inspection,,1385.86,75.77,75.77,,100,4200
113,2,23,1970-03-01,21:51:27,inspection,,1437.86,537.71,171.39,,100,5300
114,7,21,1970-03-02,06:03:44,inspection,wornout,1446.06,636.68,156.67,,100,5500
115,5,20,1970-03-02,12:32:39,inspection,wornout,1452.54,647.69,156.54,,100,3000
116,5,20,1970-03-02,20:37:30,replacement,unused,1460.63,655.78,8.08,True,1100,4100
117,8,19,1970-03-02,21:43:55,inspection,wornout,1461.73,688.93,173.67,,100,5500
118,3,24,1970-03-02,23:23:47,inspection,,1463.4,556.54,178.67,,100,4300
119,7,21,1970-03-03,02:35:44,replacement,unused,1466.6,657.21,20.53,True,1100,6600
120,10,22,1970-03-03,10:16:18,inspection,wornout,1474.27,640.68,146.52,,100,3200
121,10,22,1970-03-03,15:56:14,replacement,unused,1479.94,646.35,5.67,True,1100,4300
122,8,19,1970-03-03,23:17:46,replacement,unused,1487.3,714.49,25.56,True,1100,6600
123,6,28,1970-03-04,23:09:16,inspection,,1511.15,173.8,153.39,,100,5500
124,7,30,1970-03-05,11:18:14,inspection,,1523.3,56.71,56.71,,100,6700
125,1,25,1970-03-06,20:47:36,inspection,,1556.79,405.58,171.49,,100,6600
126,6,28,1970-03-07,08:33:45,failure,,1568.56,231.21,57.41,,1200,6700
127,6,28,1970-03-07,08:33:45,replacement,unused,1568.56,231.21,0.0,,1100,7800
128,4,26,1970-03-07,08:48:01,inspection,,1568.8,391.8,216.28,,100,4300
129,9,27,1970-03-07,12:05:09,inspection,,1572.09,262.0,186.23,,100,4300
130,5,29,1970-03-08,00:19:56,inspection,,1584.33,123.71,123.71,,100,4200
131,2,23,1970-03-08,05:30:48,inspection,wornout,1589.51,689.37,151.66,,100,5400
132,2,23,1970-03-09,08:20:26,replacement,unused,1616.34,716.19,26.83,True,1100,6500
133,8,32,1970-03-10,09:47:27,inspection,,1641.79,154.49,154.49,,100,6700
134,10,31,1970-03-10,19:34:15,inspection,,1651.57,171.63,171.63,,100,4400
135,3,24,1970-03-11,11:33:59,inspection,wornout,1667.57,760.71,204.17,,100,4400
136,3,24,1970-03-11,17:06:32,replacement,unused,1673.11,766.25,5.54,True,1100,5500
137,6,33,1970-03-12,20:35:24,inspection,,1700.59,132.03,132.03,,100,7900
138,9,27,1970-03-13,00:47:43,inspection,,1704.8,394.71,132.71,,100,4400
139,1,25,1970-03-13,15:50:30,inspection,,1719.84,568.63,163.05,,100,6700
140,7,30,1970-03-14,00:17:44,inspection,,1728.3,261.7,204.99,,100,6800
141,5,29,1970-03-14,13:28:10,inspection,,1741.47,280.84,157.14,,100,4300
142,4,26,1970-03-14,21:15:24,inspection,,1749.26,572.26,180.46,,100,4400
143,2,34,1970-03-16,12:06:25,inspection,,1788.11,171.77,171.77,,100,6600
144,8,32,1970-03-17,13:46:50,inspection,,1813.78,326.48,171.99,,100,6800
145,10,31,1970-03-18,02:36:20,inspection,,1826.61,346.67,175.03,,100,4500
146,9,27,1970-03-19,05:40:07,inspection,,1853.67,543.58,148.87,,100,4500
147,1,25,1970-03-19,11:40:43,inspection,,1859.68,708.46,139.84,,100,6800
148,3,35,1970-03-19,12:38:08,inspection,,1860.64,187.53,187.53,,100,5600
149,6,33,1970-03-20,08:36:03,inspection,,1880.6,312.04,180.01,,100,8000
150,5,29,1970-03-20,19:20:41,inspection,,1891.34,430.72,149.88,,100,4400
151,7,30,1970-03-20,22:39:15,inspection,,1894.65,428.06,166.36,,100,6900
152,5,29,1970-03-21,12:58:06,failure,,1908.97,448.34,17.62,,1200,5600
153,5,29,1970-03-21,12:58:06,replacement,unused,1908.97,448.34,0.0,,1100,6700
154,4,26,1970-03-22,16:43:40,inspection,wornout,1936.73,759.73,187.47,,100,4500
155,4,26,1970-03-22,17:33:48,replacement,unused,1937.56,760.56,0.84,True,1100,5600
156,9,27,1970-03-22,21:43:00,failure,,1941.72,631.63,88.05,,1200,5700
157,9,27,1970-03-22,21:43:00,replacement,unused,1941.72,631.63,0.0,,1100,6800
158,8,32,1970-03-24,09:44:43,inspection,,1977.75,490.45,163.96,,100,6900
159,10,31,1970-03-24,11:41:08,inspection,,1979.69,499.75,153.08,,100,4600
160,2,34,1970-03-24,16:00:15,inspection,,1984.0,367.66,195.9,,100,6700
161,9,38,1970-03-24,18:07:48,inspection,,1986.13,44.41,44.41,,100,6900
162,6,33,1970-03-25,06:18:20,inspection,,1998.31,429.74,117.7,,100,8100
163,5,36,1970-03-26,01:40:12,inspection,,2017.67,108.7,108.7,,100,6800
164,3,35,1970-03-27,05:37:39,inspection,,2045.63,372.52,184.99,,100,5700
165,1,25,1970-03-27,06:57:25,failure,,2046.96,895.74,187.28,,1200,8000
166,1,25,1970-03-27,06:57:25,replacement,unused,2046.96,895.74,0.0,,1100,9100
167,7,30,1970-03-27,22:55:29,inspection,,2062.92,596.33,168.27,,100,7000
168,1,39,1970-03-28,07:01:40,inspection,,2071.03,24.07,24.07,,100,9200
169,4,37,1970-03-30,08:37:15,inspection,,2120.62,183.06,183.06,,100,5700
170,8,32,1970-03-30,20:31:48,inspection,wornout,2132.53,645.23,154.78,,100,7000
171,8,32,1970-03-31,00:30:25,replacement,unused,2136.51,649.21,3.98,True,1100,8100
172,9,38,1970-03-31,02:59:23,inspection,,2138.99,197.27,152.86,,100,7000
173,3,35,1970-03-31,14:08:10,failure,,2150.14,477.03,104.51,,1200,6900
174,3,35,1970-03-31,14:08:10,replacement,unused,2150.14,477.03,0.0,,1100,8000
175,6,33,1970-03-31,14:22:45,inspection,,2150.38,581.82,152.07,,100,8200
176,2,34,1970-04-02,05:44:46,inspection,,2189.75,573.41,205.74,,100,6800
177,10,31,1970-04-02,10:46:46,inspection,wornout,2194.78,714.84,215.09,,100,4700
178,3,41,1970-04-02,15:28:36,inspection,,2199.48,49.34,49.34,,100,8100
179,10,31,1970-04-02,20:40:44,replacement,unused,2204.68,724.74,9.9,True,1100,5800
180,5,36,1970-04-03,16:02:17,inspection,,2224.04,315.07,206.37,,100,6900
181,6,33,1970-04-03,17:24:10,failure,,2225.4,656.84,75.02,,1200,9400
182,6,33,1970-04-03,17:24:10,replacement,unused,2225.4,656.84,0.0,,1100,10500
183,4,37,1970-04-03,22:57:42,failure,,2230.96,293.4,110.34,,1200,6900
184,4,37,1970-04-03,22:57:42,replacement,unused,2230.96,293.4,0.0,,1100,8000
185,1,39,1970-04-04,07:01:36,inspection,,2239.03,192.07,168.0,,100,9300
186,7,30,1970-04-04,16:31:15,inspection,wornout,2248.52,781.93,185.6,,100,7100
187,7,30,1970-04-05,17:51:15,replacement,unused,2273.85,807.26,25.33,,1100,8200
188,4,44,1970-04-06,19:33:45,inspection,,2299.56,68.6,68.6,,100,8100
189,8,40,1970-04-06,21:57:42,inspection,,2301.96,165.45,165.45,,100,8200
190,6,43,1970-04-08,11:58:50,inspection,,2339.98,114.58,114.58,,100,10600
191,2,34,1970-04-08,18:10:44,inspection,wornout,2346.18,729.84,156.43,,100,6900
192,10,42,1970-04-08,18:45:36,inspection,,2346.76,142.08,142.08,,100,5900
193,2,34,1970-04-08,20:32:39,replacement,unused,2348.54,732.2,2.37,True,1100,8000
194,9,38,1970-04-09,05:15:54,inspection,,2357.27,415.55,218.28,,100,7100
195,5,36,1970-04-10,03:41:09,inspection,,2379.69,470.72,155.65,,100,7000
196,1,39,1970-04-10,04:32:51,inspection,,2380.55,333.59,141.52,,100,9400
197,3,41,1970-04-11,03:03:57,inspection,,2403.07,252.93,203.59,,100,8200
198,8,40,1970-04-12,22:29:49,inspection,,2446.5,309.99,144.54,,100,8300
199,7,45,1970-04-12,23:34:36,inspection,,2447.58,173.72,173.72,,100,8300
200,4,44,1970-04-13,06:50:16,inspection,,2454.84,223.88,155.28,,100,8200
201,10,42,1970-04-13,21:32:32,inspection,,2469.54,264.86,122.78,,100,6000
202,10,42,1970-04-15,10:06:27,failure,,2506.11,301.43,36.57,,1200,7200
203,10,42,1970-04-15,10:06:27,replacement,unused,2506.11,301.43,0.0,,1100,8300
204,2,46,1970-04-15,21:10:35,inspection,,2517.18,168.63,168.63,,100,8100
205,6,43,1970-04-15,21:23:46,inspection,,2517.4,291.99,177.42,,100,10700
206,3,41,1970-04-16,03:02:23,failure,,2523.04,372.9,119.97,,1200,9400
207,3,41,1970-04-16,03:02:23,replacement,unused,2523.04,372.9,0.0,,1100,10500
208,9,38,1970-04-16,23:55:42,inspection,,2543.93,602.21,186.66,,100,7200
209,5,36,1970-04-17,05:15:36,inspection,wornout,2549.26,640.29,169.57,,100,7100
210,5,36,1970-04-17,07:58:54,replacement,unused,2551.98,643.01,2.72,True,1100,8200
211,1,39,1970-04-17,13:06:10,inspection,,2557.1,510.15,176.56,,100,9500
212,2,46,1970-04-17,21:43:32,failure,,2565.73,217.18,48.55,,1200,9300
213,2,46,1970-04-17,21:43:32,replacement,unused,2565.73,217.18,0.0,,1100,10400
214,9,38,1970-04-18,00:30:43,failure,,2568.51,626.8,24.58,,1200,8400
215,9,38,1970-04-18,00:30:43,replacement,unused,2568.51,626.8,0.0,,1100,9500
216,3,48,1970-04-18,02:25:51,inspection,,2570.43,47.39,47.39,,100,10600
217,8,40,1970-04-18,15:07:17,inspection,,2583.12,446.61,136.62,,100,8400
218,7,45,1970-04-19,23:58:28,inspection,,2615.97,342.12,168.4,,100,8400
219,4,44,1970-04-20,03:38:36,inspection,,2619.64,388.68,164.81,,100,8300
220,10,47,1970-04-20,18:57:35,inspection,,2634.96,128.85,128.85,,100,8400
221,6,43,1970-04-22,09:12:03,inspection,,2673.2,447.8,155.8,,100,10800
222,5,49,1970-04-22,17:55:48,inspection,,2681.93,129.95,129.95,,100,8300
223,2,50,1970-04-23,09:52:01,inspection,,2697.87,132.14,132.14,,100,10500
224,9,51,1970-04-24,05:09:16,inspection,,2717.15,148.64,148.64,,100,9600
225,3,48,1970-04-24,11:25:27,inspection,,2723.42,200.38,152.99,,100,10700
226,8,40,1970-04-24,18:01:31,inspection,,2730.03,593.52,146.9,,100,8500
227,1,39,1970-04-24,21:19:02,inspection,wornout,2733.32,686.36,176.21,,100,9600
228,1,39,1970-04-26,03:25:38,replacement,unused,2763.43,716.47,30.11,True,1100,10700
229,7,45,1970-04-26,16:10:04,failure,,2776.17,502.31,160.19,,1200,9600
230,7,45,1970-04-26,16:10:04,replacement,unused,2776.17,502.31,0.0,,1100,10700
231,7,53,1970-04-27,05:06:49,inspection,,2789.11,12.95,12.95,,100,10800
232,2,50,1970-04-27,12:35:58,inspection,,2796.6,230.87,98.73,,100,10600
233,2,50,1970-04-27,17:05:49,failure,,2801.1,235.37,4.5,,1200,11800
234,2,50,1970-04-27,17:05:49,replacement,unused,2801.1,235.37,0.0,,1100,12900
235,4,44,1970-04-27,20:48:09,inspection,,2804.8,573.84,185.16,,100,8400
236,6,43,1970-04-29,00:20:46,inspection,,2832.35,606.94,159.15,,100,10900
237,10,47,1970-04-29,06:13:33,inspection,,2838.23,332.12,203.27,,100,8500
238,5,49,1970-04-29,15:36:30,inspection,,2847.61,295.63,165.68,,100,8400
239,3,48,1970-05-01,06:42:18,inspection,,2886.71,363.67,163.28,,100,10800
240,9,51,1970-05-01,13:27:07,inspection,,2893.45,324.94,176.3,,100,9700
241,8,40,1970-05-03,03:35:46,inspection,expired,2931.6,795.09,201.57,,100,8600
242,1,52,1970-05-03,07:55:29,inspection,,2935.92,172.5,172.5,,100,10800
243,8,40,1970-05-03,11:47:18,replacement,unused,2939.79,803.28,8.19,,1100,9700
244,7,53,1970-05-03,15:52:06,inspection,,2943.87,167.7,154.75,,100,10900
245,4,44,1970-05-04,03:25:49,failure,,2955.43,724.47,150.63,,1200,9600
246,4,44,1970-05-04,03:25:49,replacement,unused,2955.43,724.47,0.0,,1100,10700
247,5,49,1970-05-04,22:50:32,inspection,,2974.84,422.86,127.23,,100,8500
248,4,56,1970-05-05,08:11:48,inspection,,2984.2,28.77,28.77,,100,10800
249,10,47,1970-05-05,21:34:29,inspection,,2997.57,491.47,159.35,,100,8600
250,2,54,1970-05-06,12:48:28,inspection,,3012.81,211.71,211.71,,100,13000
251,6,43,1970-05-07,23:20:50,failure,,3047.35,821.94,215.0,,1200,12100
252,6,43,1970-05-07,23:20:50,replacement,unused,3047.35,821.94,0.0,,1100,13200
253,6,57,1970-05-08,08:38:50,inspection,,3056.65,9.3,9.3,,100,13300
254,3,48,1970-05-09,20:44:18,inspection,,3092.74,569.7,206.03,,100,10900
255,8,55,1970-05-10,15:14:42,inspection,,3111.25,171.46,171.46,,100,9800
256,9,51,1970-05-10,21:16:03,inspection,,3117.27,548.76,223.82,,100,9800
257,1,52,1970-05-11,06:57:12,inspection,,3126.95,363.53,191.03,,100,10900
258,7,53,1970-05-12,04:04:06,inspection,,3148.07,371.9,204.2,,100,11000
259,10,47,1970-05-12,09:17:29,inspection,wornout,3153.29,647.18,155.72,,100,8700
260,10,47,1970-05-12,20:36:20,replacement,unused,3164.61,658.5,11.31,True,1100,9800
261,4,56,1970-05-13,08:31:38,inspection,,3176.53,221.1,192.33,,100,10900
262,5,49,1970-05-13,09:08:24,inspection,,3177.14,625.16,202.3,,100,8600
263,2,54,1970-05-15,08:32:04,inspection,,3224.53,423.44,211.73,,100,13100
264,9,51,1970-05-15,12:03:13,failure,,3228.05,659.54,110.79,,1200,11000
265,9,51,1970-05-15,12:03:13,replacement,unused,3228.05,659.54,0.0,,1100,12100
266,6,57,1970-05-15,17:40:40,inspection,,3233.68,186.33,177.03,,100,13400
267,3,48,1970-05-16,20:45:44,inspection,wornout,3260.76,737.72,168.02,,100,11000
268,9,59,1970-05-17,03:02:04,inspection,,3267.03,38.98,38.98,,100,12200
269,3,48,1970-05-17,05:34:52,replacement,unused,3269.58,746.54,8.82,True,1100,12100
270,8,55,1970-05-17,10:01:43,inspection,,3274.03,334.24,162.78,,100,9900
271,2,54,1970-05-18,04:49:21,failure,,3292.82,491.73,68.29,,1200,14300
272,2,54,1970-05-18,04:49:21,replacement,unused,3292.82,491.73,0.0,,1100,15400
273,1,52,1970-05-18,18:44:07,inspection,,3306.74,543.31,179.78,,100,11000
274,7,53,1970-05-18,21:15:39,inspection,,3309.26,533.09,161.19,,100,11100
275,5,49,1970-05-20,08:36:29,failure,,3344.61,792.63,167.47,,1200,9800
276,5,49,1970-05-20,08:36:29,replacement,unused,3344.61,792.63,0.0,,1100,10900
277,4,56,1970-05-20,09:12:57,inspection,,3345.22,389.79,168.69,,100,11000
278,5,62,1970-05-20,11:48:58,inspection,,3347.82,3.21,3.21,,100,11000
279,10,58,1970-05-20,23:12:30,inspection,,3359.21,194.6,194.6,,100,9900
280,2,61,1970-05-22,08:09:07,inspection,,3392.15,99.33,99.33,,100,15500
281,6,57,1970-05-22,18:51:42,inspection,,3402.86,355.51,169.18,,100,13500
282,3,60,1970-05-24,04:03:19,inspection,,3436.06,166.47,166.47,,100,12200
283,9,59,1970-05-24,14:19:52,inspection,,3446.33,218.28,179.3,,100,12300
284,1,52,1970-05-25,04:50:50,failure,,3460.85,697.42,154.11,,1200,12200
285,1,52,1970-05-25,04:50:50,replacement,unused,3460.85,697.42,0.0,,1100,13300
286,7,53,1970-05-25,15:34:07,inspection,wornout,3471.57,695.4,162.31,,100,11200
287,8,55,1970-05-25,17:31:12,inspection,,3473.52,533.73,199.49,,100,10000
288,7,53,1970-05-25,22:52:38,replacement,unused,3478.88,702.71,7.31,True,1100,12300
289,8,55,1970-05-26,08:18:24,failure,,3488.31,548.52,14.79,,1200,11200
290,8,55,1970-05-26,08:18:24,replacement,unused,3488.31,548.52,0.0,,1100,12300
291,5,62,1970-05-26,09:44:55,inspection,,3489.75,145.14,141.93,,100,11100
292,1,63,1970-05-26,16:41:14,inspection,,3496.69,35.84,35.84,,100,13400
293,4,56,1970-05-27,04:56:23,inspection,wornout,3508.94,553.51,163.72,,100,11100
294,4,56,1970-05-27,08:28:49,replacement,unused,3512.48,557.05,3.54,False,1100,12200
295,10,58,1970-05-27,17:24:18,inspection,,3521.41,356.8,162.2,,100,10000
296,3,60,1970-05-28,21:47:33,inspection,,3549.79,280.21,113.74,,100,12300
297,6,57,1970-05-29,10:27:37,inspection,,3562.46,515.11,159.6,,100,13600
298,2,61,1970-05-29,21:22:41,inspection,,3573.38,280.56,181.23,,100,15600
299,9,59,1970-05-31,02:40:32,inspection,,3602.68,374.62,156.34,,100,12400
300,8,65,1970-05-31,22:12:39,inspection,,3622.21,133.9,133.9,,100,12400
301,5,62,1970-06-01,13:54:57,inspection,,3637.92,293.31,148.17,,100,11200
302,7,64,1970-06-01,14:00:46,inspection,,3638.01,159.14,159.14,,100,12400
303,1,63,1970-06-02,12:13:38,inspection,,3660.23,199.38,163.54,,100,13500
304,4,66,1970-06-02,20:19:41,inspection,,3668.33,155.85,155.85,,100,12300
305,3,60,1970-06-03,18:32:06,inspection,,3690.54,420.95,140.74,,100,12400
306,10,58,1970-06-04,00:11:12,inspection,,3696.19,531.58,174.78,,100,10100
307,9,59,1970-06-04,17:39:26,inspection,,3713.66,485.6,110.98,,100,12500
308,6,57,1970-06-04,18:50:35,failure,,3714.84,667.5,152.38,,1200,14800
309,6,57,1970-06-04,18:50:35,replacement,reused,3714.84,667.5,0.0,,1000,15800
310,2,61,1970-06-05,12:19:39,inspection,,3732.33,439.5,158.95,,100,15700
311,6,56,1970-06-06,01:17:33,inspection,,3745.29,587.5,30.45,,100,15900
312,7,64,1970-06-07,07:49:05,inspection,,3775.82,296.94,137.81,,100,12500
313,8,65,1970-06-07,20:19:51,inspection,,3788.33,300.02,166.12,,100,12500
314,10,58,1970-06-08,09:46:20,failure,,3801.77,637.17,105.59,,1200,11300
315,10,58,1970-06-08,09:46:20,replacement,unused,3801.77,637.17,0.0,,1100,12400
316,4,66,1970-06-08,17:15:21,inspection,,3809.26,296.78,140.93,,100,12400
317,3,60,1970-06-09,20:43:57,inspection,,3836.73,567.15,146.2,,100,12500
