,system_id,component_id,event_date,event_time,event_type,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
125,6,1257,1972-01-09,19:53:36,inspection,17731,369,167,,100,44900
126,6,1257,1972-01-15,04:45:38,inspection,17860,497,128,,100,45000
127,6,1257,1972-01-17,14:05:26,failure,17918,555,57,,1200,46200
128,6,1258,1972-01-22,05:19:04,inspection,18029,111,111,,100,46300
129,6,1258,1972-01-27,13:02:18,inspection,18157,238,127,,100,46400
130,6,1258,1972-02-04,12:58:57,inspection,18348,430,191,,100,46500
131,6,1258,1972-02-05,19:51:59,failure,18379,461,30,,1200,47700
132,6,1259,1972-02-13,18:21:20,inspection,18570,190,190,,100,47800
133,6,1259,1972-02-21,13:14:40,inspection,18757,377,186,,100,47900
134,6,1259,1972-02-27,21:55:06,failure,18909,530,152,,1200,49100
135,6,1260,1972-02-28,16:02:03,inspection,18928,18,18,,100,49200
136,6,1260,1972-03-08,01:35:54,inspection,19129,219,201,,100,49300
137,6,1260,1972-03-13,16:01:31,inspection,19264,354,134,,100,49400
138,6,1260,1972-03-20,17:54:18,inspection,19433,523,169,,100,49500
139,6,1260,1972-03-28,07:31:17,replacement,19615,705,181,True,1000,50500
140,6,1261,1972-04-04,09:31:40,inspection,19785,170,170,,100,50600
141,6,1261,1972-04-10,12:32:01,inspection,19932,317,147,,100,50700
142,6,1261,1972-04-17,13:36:15,inspection,20101,486,169,,100,50800
143,6,1261,1972-04-19,23:10:13,failure,20159,543,57,,1200,52000
144,6,1262,1972-04-24,14:16:27,inspection,20270,111,111,,100,52100
145,6,1262,1972-04-27,16:03:34,failure,20344,184,73,,1200,53300
146,6,1263,1972-05-02,04:02:11,inspection,20452,107,107,,100,53400
147,6,1263,1972-05-09,22:07:59,inspection,20638,294,186,,100,53500
148,6,1263,1972-05-17,12:15:34,inspection,20820,476,182,,100,53600
149,6,1263,1972-05-25,04:54:37,replacement,21004,660,184,True,1000,54600
150,6,1264,1972-06-02,08:38:20,inspection,21200,195,195,,100,54700
151,6,1264,1972-06-09,06:14:29,inspection,21366,361,165,,100,54800
152,6,1264,1972-06-16,07:01:44,inspection,21535,530,168,,100,54900
153,6,1264,1972-06-22,16:33:37,failure,21688,683,153,,1200,56100
154,6,1265,1972-06-22,22:33:11,inspection,21694,5,5,,100,56200
155,6,1265,1972-06-29,16:20:55,inspection,21856,167,161,,100,56300
156,6,1265,1972-07-06,05:11:44,inspection,22013,324,156,,100,56400
157,6,1265,1972-07-12,20:02:16,failure,22172,483,158,,1200,57600
158,6,1266,1972-07-14,02:07:30,inspection,22202,30,30,,100,57700
159,6,1266,1972-07-21,06:52:17,inspection,22374,202,172,,100,57800
160,6,1266,1972-07-28,03:28:18,inspection,22539,367,164,,100,57900
161,6,1266,1972-08-03,23:57:06,inspection,22703,531,164,,100,58000
162,6,1266,1972-08-05,10:54:31,failure,22738,566,34,,1200,59200
163,6,1267,1972-08-09,13:38:22,inspection,22837,98,98,,100,59300
164,6,1267,1972-08-16,02:49:31,inspection,22994,255,157,,100,59400
165,6,1267,1972-08-21,14:43:27,failure,23126,387,131,,1200,60600
166,6,1268,1972-08-22,00:53:51,inspection,23136,10,10,,100,60700
167,6,1268,1972-08-27,06:03:06,inspection,23262,135,125,,100,60800
168,6,1268,1972-09-03,06:24:55,inspection,23430,303,168,,100,60900
169,6,1268,1972-09-10,20:39:35,inspection,23612,485,182,,100,61000
170,6,1268,1972-09-13,07:59:35,failure,23671,545,59,,1200,62200
171,6,1269,1972-09-19,00:42:37,inspection,23808,136,136,,100,62300
172,6,1269,1972-09-26,21:58:48,inspection,23997,325,189,,100,62400
173,6,1269,1972-10-04,13:31:00,inspection,24181,509,183,,100,62500
174,6,1269,1972-10-04,23:34:58,failure,24191,519,10,,1200,63700
175,6,1270,1972-10-11,12:28:27,inspection,24348,156,156,,100,63800
176,6,1270,1972-10-19,03:04:56,inspection,24531,339,182,,100,63900
177,6,1270,1972-10-28,02:09:23,failure,24746,554,215,,1200,65100
178,6,1271,1972-10-28,04:12:44,inspection,24748,2,2,,100,65200
179,6,1271,1972-11-04,09:34:38,inspection,24921,175,173,,100,65300
180,6,1271,1972-11-05,11:21:25,failure,24947,201,25,,1200,66500
181,6,1272,1972-11-12,07:29:56,inspection,25111,164,164,,100,66600
182,6,1272,1972-11-20,09:23:51,inspection,25305,358,193,,100,66700
183,6,1272,1972-11-26,19:39:11,inspection,25459,512,154,,100,66800
184,6,1272,1972-12-02,22:17:29,inspection,25606,658,146,,100,66900
185,6,1272,1972-12-04,05:05:37,failure,25637,689,30,,1200,68100
186,6,1273,1972-12-08,19:51:48,inspection,25747,110,110,,100,68200
187,6,1273,1972-12-14,04:28:31,inspection,25876,239,128,,100,68300
188,6,1273,1972-12-21,02:42:26,failure,26042,405,166,,1200,69500
189,6,1274,1972-12-21,17:07:48,inspection,26057,14,14,,100,69600
190,6,1274,1972-12-29,13:05:58,inspection,26245,202,187,,100,69700
191,6,1274,1973-01-05,01:03:20,inspection,26401,358,155,,100,69800
192,6,1274,1973-01-12,17:11:08,inspection,26585,542,184,,100,69900
193,6,1274,1973-01-19,00:13:24,replacement,26736,693,151,True,1000,70900
194,6,1275,1973-01-25,10:14:27,inspection,26890,154,154,,100,71000
195,6,1275,1973-01-31,11:38:10,inspection,27035,299,145,,100,71100
196,6,1275,1973-01-31,15:36:09,failure,27039,303,3,,1200,72300
197,6,1276,1973-02-06,15:40:16,inspection,27183,144,144,,100,72400
198,6,1276,1973-02-15,02:38:07,inspection,27386,347,202,,100,72500
199,6,1276,1973-02-19,19:42:08,inspection,27499,460,113,,100,72600
200,6,1276,1973-02-25,23:16:58,inspection,27647,607,147,,100,72700
201,6,1276,1973-03-02,20:30:24,failure,27764,724,117,,1200,73900
202,6,1277,1973-03-03,05:35:56,inspection,27773,9,9,,100,74000
203,6,1277,1973-03-09,05:05:16,inspection,27917,152,143,,100,74100
204,6,1277,1973-03-15,02:16:02,inspection,28058,293,141,,100,74200
205,6,1277,1973-03-22,17:21:12,inspection,28241,476,183,,100,74300
206,6,1277,1973-03-29,11:03:26,replacement,28403,638,161,True,1000,75300
207,6,1278,1973-04-05,14:49:05,inspection,28574,171,171,,100,75400
208,6,1278,1973-04-13,10:30:24,inspection,28762,359,187,,100,75500
209,6,1278,1973-04-13,16:51:18,failure,28768,365,6,,1200,76700
210,6,1279,1973-04-21,03:37:56,inspection,28947,178,178,,100,76800
211,6,1279,1973-04-27,09:56:17,inspection,29097,329,150,,100,76900
212,6,1279,1973-05-02,08:26:56,inspection,29216,447,118,,100,77000
213,6,1279,1973-05-10,01:55:07,inspection,29401,633,185,,100,77100
214,6,1279,1973-05-12,15:34:10,failure,29463,694,61,,1200,78300
215,6,1280,1973-05-16,21:30:53,inspection,29565,101,101,,100,78400
216,6,1280,1973-05-23,12:10:15,inspection,29724,260,158,,100,78500
217,6,1280,1973-05-31,00:14:26,inspection,29904,440,180,,100,78600
218,6,1280,1973-06-01,18:03:42,failure,29946,482,41,,1200,79800
219,6,1281,1973-06-06,22:58:10,inspection,30070,124,124,,100,79900
220,6,1281,1973-06-14,13:41:47,inspection,30253,307,182,,100,80000
221,6,1281,1973-06-20,23:36:24,inspection,30407,461,153,,100,80100
222,6,1281,1973-06-27,13:13:01,inspection,30565,619,157,,100,80200
223,6,1281,1973-06-30,22:54:32,failure,30646,700,81,,1200,81400
224,6,1282,1973-07-04,08:37:00,inspection,30728,81,81,,100,81500
225,6,1282,1973-07-11,14:47:39,inspection,30902,255,174,,100,81600
226,6,1282,1973-07-15,06:51:58,failure,30990,343,88,,1200,82800
227,6,1283,1973-07-20,04:57:38,inspection,31108,118,118,,100,82900
228,6,1283,1973-07-27,06:57:17,inspection,31278,288,169,,100,83000
229,6,1283,1973-08-02,18:32:10,inspection,31434,443,155,,100,83100
230,6,1283,1973-08-08,15:54:37,inspection,31575,585,141,,100,83200
231,6,1283,1973-08-15,23:57:33,failure,31751,761,176,,1200,84400
232,6,1284,1973-08-17,04:04:01,inspection,31780,28,28,,100,84500
233,6,1284,1973-08-25,00:35:53,inspection,31968,216,188,,100,84600
234,6,1284,1973-08-31,14:01:33,inspection,32126,374,157,,100,84700
235,6,1284,1973-09-07,10:25:07,inspection,32290,538,164,,100,84800
236,6,1284,1973-09-16,13:14:28,failure,32509,757,218,,1200,86000
237,6,1285,1973-09-17,10:27:44,inspection,32530,21,21,,100,86100
238,6,1285,1973-09-23,11:11:02,inspection,32675,165,144,,100,86200
239,6,1285,1973-09-29,19:07:00,inspection,32827,317,151,,100,86300
240,6,1285,1973-10-06,22:02:58,inspection,32998,488,170,,100,86400
241,6,1285,1973-10-14,03:13:21,inspection,33171,661,173,,100,86500
242,6,1285,1973-10-21,16:49:01,replacement,33352,843,181,True,1000,87500
243,6,1286,1973-10-27,23:36:18,inspection,33503,150,150,,100,87600
244,6,1286,1973-11-02,13:53:45,inspection,33637,285,134,,100,87700
245,6,1286,1973-11-04,16:43:37,failure,33688,335,50,,1200,88900
246,6,1287,1973-11-10,14:04:01,inspection,33830,141,141,,100,89000
247,6,1287,1973-11-18,18:07:26,inspection,34026,337,196,,100,89100
248,6,1287,1973-11-26,07:18:17,failure,34207,518,181,,1200,90300
249,6,1288,1973-11-26,23:39:36,inspection,34223,16,16,,100,90400
250,6,1288,1973-12-04,21:28:33,inspection,34413,206,189,,100,90500
251,6,1288,1973-12-10,17:14:30,inspection,34553,345,139,,100,90600
252,6,1288,1973-12-18,13:32:00,inspection,34741,534,188,,100,90700
253,6,1288,1973-12-26,10:11:10,replacement,34930,722,188,True,1000,91700
254,6,1289,1974-01-03,00:01:42,inspection,35112,181,181,,100,91800
255,6,1289,1974-01-10,03:24:05,inspection,35283,353,171,,100,91900
256,6,1289,1974-01-16,01:19:46,inspection,35425,495,141,,100,92000
257,6,1289,1974-01-22,21:31:33,replacement,35589,659,164,True,1000,93000
258,6,1290,1974-02-01,00:02:09,inspection,35808,218,218,,100,93100
259,6,1290,1974-02-08,15:18:31,inspection,35991,401,183,,100,93200
260,6,1290,1974-02-16,04:42:10,inspection,36172,583,181,,100,93300
261,6,1290,1974-02-23,04:25:11,replacement,36340,750,167,True,1000,94300
262,6,1291,1974-03-03,04:13:07,inspection,36532,191,191,,100,94400
263,6,1291,1974-03-11,11:20:09,inspection,36731,390,199,,100,94500
264,6,1291,1974-03-15,21:50:49,failure,36837,497,106,,1200,95700
265,6,1292,1974-03-16,17:21:51,inspection,36857,19,19,,100,95800
266,6,1292,1974-03-22,14:41:19,inspection,36998,160,141,,100,95900
267,6,1292,1974-03-28,21:02:17,inspection,37149,311,150,,100,96000
268,6,1292,1974-04-06,19:28:48,inspection,37363,525,214,,100,96100
269,6,1292,1974-04-14,04:21:35,replacement,37540,702,176,True,1000,97100
270,6,1293,1974-04-19,18:52:59,inspection,37674,134,134,,100,97200
271,6,1293,1974-04-26,15:46:43,inspection,37839,299,164,,100,97300
272,6,1293,1974-04-28,05:34:48,failure,37877,337,37,,1200,98500
273,6,1294,1974-05-02,21:00:26,inspection,37989,111,111,,100,98600
274,6,1294,1974-05-08,06:39:38,failure,38118,241,129,,1200,99800
275,6,1295,1974-05-11,09:45:44,inspection,38193,75,75,,100,99900
276,6,1295,1974-05-17,02:40:00,inspection,38330,212,136,,100,100000
277,6,1295,1974-05-24,11:56:28,inspection,38507,389,177,,100,100100
278,6,1295,1974-05-26,12:20:43,failure,38556,437,48,,1200,101300
279,6,1296,1974-05-31,01:15:02,inspection,38665,108,108,,100,101400
280,6,1296,1974-06-06,15:09:02,inspection,38823,266,157,,100,101500
281,6,1296,1974-06-14,16:53:27,inspection,39016,460,193,,100,101600
282,6,1296,1974-06-22,23:42:23,inspection,39215,659,198,,100,101700
283,6,1296,1974-06-29,07:28:56,failure,39367,811,151,,1200,102900
284,6,1297,1974-07-01,05:12:19,inspection,39413,45,45,,100,103000
285,6,1297,1974-07-08,23:38:27,inspection,39599,232,186,,100,103100
286,6,1297,1974-07-12,02:24:44,failure,39674,306,74,,1200,104300
287,6,1298,1974-07-17,00:40:19,inspection,39792,118,118,,100,104400
288,6,1298,1974-07-26,00:07:00,inspection,40008,333,215,,100,104500
289,6,1298,1974-08-02,15:43:50,inspection,40191,517,183,,100,104600
290,6,1298,1974-08-09,05:17:26,replacement,40349,674,157,True,1000,105600
291,6,1299,1974-08-15,06:11:00,failure,40494,144,144,,1200,106800
292,6,1300,1974-08-16,06:32:50,inspection,40518,24,24,,100,106900
293,6,1300,1974-08-22,13:54:52,inspection,40669,175,151,,100,107000
294,6,1300,1974-08-28,18:32:34,failure,40818,324,148,,1200,108200
295,6,1301,1974-08-29,14:34:36,inspection,40838,20,20,,100,108300
296,6,1301,1974-09-04,11:30:28,inspection,40979,160,140,,100,108400
297,6,1301,1974-09-11,21:32:00,inspection,41157,338,178,,100,108500
298,6,1301,1974-09-18,07:59:33,inspection,41311,493,154,,100,108600
299,6,1301,1974-09-24,21:12:09,failure,41469,650,157,,1200,109800
300,6,1302,1974-09-26,01:53:16,inspection,41497,28,28,,100,109900
301,6,1302,1974-10-02,04:22:27,inspection,41644,175,146,,100,110000
302,6,1302,1974-10-09,09:28:19,inspection,41817,348,173,,100,110100
303,6,1302,1974-10-16,02:19:52,inspection,41978,509,160,,100,110200
304,6,1302,1974-10-23,02:11:42,replacement,42146,676,167,True,1000,111200
305,6,1303,1974-10-28,10:24:06,inspection,42274,128,128,,100,111300
306,6,1303,1974-11-04,02:43:20,inspection,42434,288,160,,100,111400
307,6,1303,1974-11-07,12:18:23,failure,42516,370,81,,1200,112600
308,6,1304,1974-11-10,10:49:01,inspection,42586,70,70,,100,112700
309,6,1304,1974-11-16,20:10:20,inspection,42740,223,153,,100,112800
310,6,1304,1974-11-20,14:58:40,failure,42830,314,90,,1200,114000
311,6,1305,1974-11-24,16:58:42,inspection,42928,98,98,,100,114100
312,6,1305,1974-12-01,21:28:38,inspection,43101,270,172,,100,114200
313,6,1305,1974-12-07,10:16:21,inspection,43234,403,132,,100,114300
314,6,1305,1974-12-15,09:15:00,inspection,43425,594,190,,100,114400
315,6,1305,1974-12-22,07:21:25,replacement,43591,760,166,True,1000,115400
316,6,1306,1974-12-28,12:54:48,inspection,43740,149,149,,100,115500
317,6,1306,1975-01-05,11:12:55,inspection,43931,339,190,,100,115600
318,6,1306,1975-01-11,16:46:58,inspection,44080,489,149,,100,115700
319,6,1306,1975-01-17,15:47:56,replacement,44223,632,143,False,1000,116700
320,6,1307,1975-01-24,01:24:57,inspection,44377,153,153,,100,116800
321,6,1307,1975-01-29,23:31:45,inspection,44519,295,142,,100,116900
322,6,1307,1975-02-06,00:36:06,inspection,44688,464,169,,100,117000
323,6,1307,1975-02-11,01:53:34,inspection,44809,586,121,,100,117100
324,6,1307,1975-02-16,17:25:10,replacement,44945,721,135,True,1000,118100
325,6,1308,1975-02-22,22:25:54,inspection,45094,149,149,,100,118200
326,6,1308,1975-02-27,22:24:30,inspection,45214,268,119,,100,118300
327,6,1308,1975-03-05,14:07:38,inspection,45350,404,135,,100,118400
328,6,1308,1975-03-12,13:09:40,inspection,45517,571,167,,100,118500
329,6,1308,1975-03-17,17:53:53,replacement,45641,696,124,True,1000,119500
330,6,1309,1975-03-22,16:38:41,failure,45760,118,118,,1200,120700
331,6,1310,1975-03-24,13:39:17,inspection,45805,45,45,,100,120800
332,6,1310,1975-03-31,16:44:31,inspection,45976,216,171,,100,120900
333,6,1310,1975-04-06,16:56:51,inspection,46120,360,144,,100,121000
334,6,1310,1975-04-13,10:02:51,inspection,46282,521,161,,100,121100
335,6,1310,1975-04-20,19:35:28,inspection,46459,698,177,,100,121200
336,6,1310,1975-04-24,11:40:03,failure,46547,787,88,,1200,122400
337,6,1311,1975-04-28,19:16:56,inspection,46651,103,103,,100,122500
338,6,1311,1975-05-04,16:15:38,inspection,46792,244,140,,100,122600
339,6,1311,1975-05-11,03:41:26,inspection,46947,400,155,,100,122700
340,6,1311,1975-05-17,14:23:59,inspection,47102,554,154,,100,122800
341,6,1311,1975-05-24,09:35:20,replacement,47265,717,163,True,1000,123800
342,6,1312,1975-05-30,20:29:20,inspection,47420,154,154,,100,123900
343,6,1312,1975-06-07,01:54:15,inspection,47593,328,173,,100,124000
344,6,1312,1975-06-13,12:18:26,inspection,47748,482,154,,100,124100
345,6,1312,1975-06-20,21:47:42,replacement,47925,660,177,True,1000,125100
346,6,1313,1975-06-27,21:03:04,inspection,48093,167,167,,100,125200
347,6,1313,1975-07-05,22:12:45,inspection,48286,360,193,,100,125300
348,6,1313,1975-07-11,16:31:13,inspection,48424,498,138,,100,125400
349,6,1313,1975-07-17,14:18:14,inspection,48566,640,141,,100,125500
350,6,1313,1975-07-23,21:42:34,replacement,48717,791,151,True,1000,126500
351,6,1314,1975-07-31,19:24:45,inspection,48907,189,189,,100,126600
352,6,1314,1975-08-09,02:12:52,inspection,49106,388,198,,100,126700
353,6,1314,1975-08-15,14:54:28,inspection,49262,545,156,,100,126800
354,6,1314,1975-08-23,12:33:16,replacement,49452,734,189,True,1000,127800
355,6,1315,1975-08-29,23:28:41,inspection,49607,154,154,,100,127900
356,6,1315,1975-09-04,06:58:09,inspection,49734,282,127,,100,128000
357,6,1315,1975-09-12,00:51:58,inspection,49920,468,185,,100,128100
358,6,1315,1975-09-14,22:41:29,failure,49990,538,69,,1200,129300
359,6,1316,1975-09-19,11:06:21,inspection,50099,108,108,,100,129400
360,6,1316,1975-09-27,10:27:56,inspection,50290,299,191,,100,129500
361,6,1316,1975-10-02,22:23:04,inspection,50422,431,131,,100,129600
362,6,1316,1975-10-04,09:27:35,failure,50457,466,35,,1200,130800
363,6,1317,1975-10-09,12:15:54,inspection,50580,122,122,,100,130900
364,6,1317,1975-10-17,03:48:10,inspection,50763,306,183,,100,131000
365,6,1317,1975-10-24,09:51:14,inspection,50937,480,174,,100,131100
366,6,1317,1975-10-27,15:54:18,failure,51015,558,78,,1200,132300
367,6,1318,1975-11-01,08:34:16,inspection,51128,112,112,,100,132400
368,6,1318,1975-11-07,11:55:49,inspection,51275,260,147,,100,132500
369,6,1318,1975-11-12,20:39:35,inspection,51404,388,128,,100,132600
370,6,1318,1975-11-19,08:15:15,inspection,51560,544,155,,100,132700
371,6,1318,1975-11-27,09:23:57,replacement,51753,737,193,True,1000,133700
372,6,1319,1975-12-05,05:14:08,inspection,51941,187,187,,100,133800
373,6,1319,1975-12-11,07:53:01,inspection,52087,334,146,,100,133900
