,system_id,component_id,event_date,event_time,event_type,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
40,4,745,1970-08-20,20:04:49,inspection,5564,136,136,,100,13600
41,4,745,1970-08-27,22:46:01,inspection,5734,307,170,,100,13700
42,4,745,1970-09-03,18:33:05,inspection,5898,471,163,,100,13800
43,4,745,1970-09-09,09:41:01,inspection,6033,606,135,,100,13900
44,4,745,1970-09-15,21:45:18,replacement,6189,762,156,True,1000,14900
45,4,746,1970-09-23,10:07:43,inspection,6370,180,180,,100,15000
46,4,746,1970-09-29,05:53:56,inspection,6509,320,139,,100,15100
47,4,746,1970-10-05,18:21:27,inspection,6666,476,156,,100,15200
48,4,746,1970-10-13,14:19:00,replacement,6854,664,187,True,1000,16200
49,4,747,1970-10-20,01:11:39,inspection,7009,154,154,,100,16300
50,4,747,1970-10-27,07:27:56,failure,7183,329,174,,1200,17500
51,4,748,1970-10-28,00:10:58,inspection,7200,16,16,,100,17600
52,4,748,1970-11-02,02:10:58,inspection,7322,138,122,,100,17700
53,4,748,1970-11-08,23:40:12,inspection,7487,304,165,,100,17800
54,4,748,1970-11-14,12:16:36,inspection,7620,436,132,,100,17900
55,4,748,1970-11-16,15:37:08,failure,7671,488,51,,1200,19100
56,4,749,1970-11-23,00:52:54,inspection,7824,153,153,,100,19200
57,4,749,1970-11-29,17:33:40,inspection,7985,313,160,,100,19300
58,4,749,1970-11-29,19:17:30,failure,7987,315,1,,1200,20500
59,4,750,1970-12-05,15:28:35,inspection,8127,140,140,,100,20600
60,4,750,1970-12-13,07:02:53,inspection,8311,323,183,,100,20700
61,4,750,1970-12-21,20:52:35,inspection,8516,529,205,,100,20800
62,4,750,1970-12-28,00:29:42,failure,8664,677,147,,1200,22000
63,4,751,1970-12-30,05:24:37,inspection,8717,52,52,,100,22100
64,4,751,1971-01-04,13:21:13,inspection,8845,180,127,,100,22200
65,4,751,1971-01-13,17:57:31,inspection,9065,401,220,,100,22300
66,4,751,1971-01-20,20:11:03,inspection,9236,571,170,,100,22400
67,4,751,1971-01-25,14:15:50,inspection,9350,685,114,,100,22500
68,4,751,1971-01-30,06:27:03,failure,9462,797,112,,1200,23700
69,4,752,1971-02-02,22:59:35,inspection,9550,88,88,,100,23800
70,4,752,1971-02-08,21:04:07,inspection,9693,230,142,,100,23900
71,4,752,1971-02-16,04:12:11,inspection,9868,405,175,,100,24000
72,4,752,1971-02-22,13:57:24,replacement,10021,559,153,False,1000,25000
73,4,753,1971-03-02,06:14:15,inspection,10206,184,184,,100,25100
74,4,753,1971-03-07,16:51:45,inspection,10336,314,130,,100,25200
75,4,753,1971-03-10,08:54:36,failure,10400,378,64,,1200,26400
76,4,754,1971-03-15,03:52:44,inspection,10515,114,114,,100,26500
77,4,754,1971-03-22,17:03:10,inspection,10697,296,181,,100,26600
78,4,754,1971-03-30,14:05:55,inspection,10886,485,189,,100,26700
79,4,754,1971-04-01,23:18:18,failure,10943,542,57,,1200,27900
80,4,755,1971-04-06,17:44:28,inspection,11057,114,114,,100,28000
81,4,755,1971-04-13,19:50:52,inspection,11227,284,170,,100,28100
82,4,755,1971-04-17,14:31:55,failure,11318,375,90,,1200,29300
83,4,756,1971-04-21,01:33:39,inspection,11401,83,83,,100,29400
84,4,756,1971-04-29,02:36:10,inspection,11594,276,193,,100,29500
85,4,756,1971-05-04,14:03:06,inspection,11726,407,131,,100,29600
86,4,756,1971-05-10,15:12:40,replacement,11871,552,145,False,1000,30600
87,4,757,1971-05-16,23:36:08,inspection,12023,152,152,,100,30700
88,4,757,1971-05-24,07:54:30,inspection,12199,328,176,,100,30800
89,4,757,1971-05-31,18:10:15,failure,12378,506,178,,1200,32000
90,4,758,1971-06-01,03:12:55,inspection,12387,9,9,,100,32100
91,4,758,1971-06-07,05:48:02,inspection,12533,155,146,,100,32200
92,4,758,1971-06-14,18:23:14,inspection,12714,336,180,,100,32300
93,4,758,1971-06-23,04:30:06,inspection,12916,538,202,,100,32400
94,4,758,1971-06-30,03:08:03,replacement,13083,704,166,True,1000,33400
95,4,759,1971-07-07,07:31:38,failure,13255,172,172,,1200,34600
96,4,760,1971-07-08,19:37:44,inspection,13291,36,36,,100,34700
97,4,760,1971-07-11,20:01:50,failure,13364,108,72,,1200,35900
98,4,761,1971-07-15,17:51:56,inspection,13457,93,93,,100,36000
99,4,761,1971-07-23,17:16:42,inspection,13649,285,191,,100,36100
100,4,761,1971-07-29,10:02:54,inspection,13786,422,136,,100,36200
101,4,761,1971-08-03,21:01:48,failure,13917,552,130,,1200,37400
102,4,762,1971-08-06,08:20:28,inspection,13976,59,59,,100,37500
103,4,762,1971-08-12,19:53:10,inspection,14131,214,155,,100,37600
104,4,762,1971-08-19,19:41:18,inspection,14299,382,167,,100,37700
105,4,762,1971-08-24,17:10:19,inspection,14417,500,117,,100,37800
106,4,762,1971-08-30,15:06:14,replacement,14559,642,141,True,1000,38800
107,4,763,1971-09-05,09:38:46,inspection,14697,138,138,,100,38900
108,4,763,1971-09-11,18:52:54,inspection,14850,291,153,,100,39000
109,4,763,1971-09-18,07:33:58,inspection,15007,448,156,,100,39100
110,4,763,1971-09-24,17:56:59,inspection,15161,602,154,,100,39200
111,4,763,1971-10-01,14:45:28,replacement,15326,767,164,True,1000,40200
112,4,764,1971-10-08,12:15:59,inspection,15492,165,165,,100,40300
113,4,764,1971-10-13,15:24:16,inspection,15615,288,123,,100,40400
114,4,764,1971-10-21,07:45:27,inspection,15799,472,184,,100,40500
115,4,764,1971-10-27,07:17:51,inspection,15943,616,143,,100,40600
116,4,764,1971-11-04,12:53:41,replacement,16140,814,197,True,1000,41600
117,4,765,1971-11-09,07:08:13,inspection,16255,114,114,,100,41700
118,4,765,1971-11-15,22:55:58,inspection,16414,274,159,,100,41800
119,4,765,1971-11-22,16:20:34,inspection,16576,435,161,,100,41900
120,4,765,1971-11-27,08:29:03,failure,16688,547,112,,1200,43100
121,4,766,1971-11-29,19:36:55,inspection,16747,59,59,,100,43200
122,4,766,1971-12-04,08:20:55,failure,16856,167,108,,1200,44400
123,4,767,1971-12-06,01:39:56,inspection,16897,41,41,,100,44500
124,4,767,1971-12-13,12:55:18,inspection,17076,220,179,,100,44600
125,4,767,1971-12-19,16:25:53,inspection,17224,368,147,,100,44700
126,4,767,1971-12-25,10:37:28,inspection,17362,506,138,,100,44800
127,4,767,1971-12-30,23:18:35,inspection,17495,638,132,,100,44900
128,4,767,1972-01-04,04:44:15,failure,17596,740,101,,1200,46100
129,4,768,1972-01-05,19:31:25,inspection,17635,38,38,,100,46200
130,4,768,1972-01-12,22:07:46,inspection,17806,209,170,,100,46300
131,4,768,1972-01-20,18:55:45,inspection,17994,398,188,,100,46400
132,4,768,1972-01-22,17:14:47,failure,18041,444,46,,1200,47600
133,4,769,1972-01-27,10:50:34,inspection,18154,113,113,,100,47700
134,4,769,1972-02-01,20:34:58,inspection,18284,243,129,,100,47800
135,4,769,1972-02-10,05:09:39,inspection,18485,443,200,,100,47900
136,4,769,1972-02-17,22:17:49,replacement,18670,629,185,False,1000,48900
137,4,770,1972-02-23,04:34:09,inspection,18796,126,126,,100,49000
138,4,770,1972-02-29,14:03:14,inspection,18950,279,153,,100,49100
139,4,770,1972-03-08,06:37:58,inspection,19134,464,184,,100,49200
140,4,770,1972-03-14,09:21:45,failure,19281,611,146,,1200,50400
141,4,771,1972-03-15,07:42:56,inspection,19303,22,22,,100,50500
142,4,771,1972-03-23,07:35:26,inspection,19495,214,191,,100,50600
143,4,771,1972-03-30,06:19:49,inspection,19662,380,166,,100,50700
144,4,771,1972-04-03,13:38:37,inspection,19765,484,103,,100,50800
145,4,771,1972-04-10,03:54:58,replacement,19923,642,158,True,1000,51800
146,4,772,1972-04-15,18:09:19,inspection,20058,134,134,,100,51900
147,4,772,1972-04-23,11:31:30,inspection,20243,319,185,,100,52000
148,4,772,1972-04-30,14:34:41,inspection,20414,490,171,,100,52100
149,4,772,1972-05-09,01:25:53,replacement,20617,693,202,True,1000,53100
150,4,773,1972-05-16,09:31:15,inspection,20793,176,176,,100,53200
151,4,773,1972-05-24,21:27:33,inspection,20997,380,203,,100,53300
152,4,773,1972-05-31,06:41:23,inspection,21150,533,153,,100,53400
153,4,773,1972-06-05,08:51:53,replacement,21272,655,122,True,1000,54400
154,4,774,1972-06-13,20:22:41,inspection,21476,203,203,,100,54500
155,4,774,1972-06-19,18:37:14,inspection,21618,345,142,,100,54600
156,4,774,1972-06-26,11:01:08,inspection,21779,506,160,,100,54700
157,4,774,1972-06-30,09:23:39,failure,21873,600,94,,1200,55900
158,4,775,1972-07-03,09:19:44,inspection,21945,71,71,,100,56000
159,4,775,1972-07-09,18:42:07,inspection,22098,225,153,,100,56100
160,4,775,1972-07-14,19:13:46,failure,22219,345,120,,1200,57300
161,4,776,1972-07-17,00:08:18,inspection,22272,52,52,,100,57400
162,4,776,1972-07-24,08:03:06,inspection,22448,228,175,,100,57500
163,4,776,1972-07-29,05:26:16,inspection,22565,346,117,,100,57600
164,4,776,1972-08-04,18:40:38,replacement,22722,503,157,False,1000,58600
165,4,777,1972-08-12,13:35:18,inspection,22909,186,186,,100,58700
166,4,777,1972-08-21,09:42:40,inspection,23121,399,212,,100,58800
167,4,777,1972-08-27,15:34:37,inspection,23271,548,149,,100,58900
168,4,777,1972-09-02,11:01:51,replacement,23411,688,139,True,1000,59900
169,4,778,1972-09-09,16:19:59,inspection,23584,173,173,,100,60000
170,4,778,1972-09-16,12:24:10,inspection,23748,337,164,,100,60100
171,4,778,1972-09-22,11:51:55,inspection,23891,480,143,,100,60200
172,4,778,1972-09-22,21:31:33,failure,23901,490,9,,1200,61400
173,4,779,1972-09-28,00:15:30,inspection,24024,122,122,,100,61500
174,4,779,1972-10-05,16:06:20,inspection,24208,306,183,,100,61600
175,4,779,1972-10-12,06:51:32,failure,24366,465,158,,1200,62800
176,4,780,1972-10-14,10:11:28,inspection,24418,51,51,,100,62900
177,4,780,1972-10-21,17:53:38,inspection,24593,227,175,,100,63000
178,4,780,1972-10-30,09:26:27,inspection,24801,434,207,,100,63100
179,4,780,1972-11-06,21:42:00,replacement,24981,614,180,False,1000,64100
180,4,781,1972-11-13,13:37:25,inspection,25141,159,159,,100,64200
181,4,781,1972-11-21,01:25:20,inspection,25321,339,179,,100,64300
182,4,781,1972-11-25,23:16:25,inspection,25439,457,117,,100,64400
183,4,781,1972-12-02,13:00:03,failure,25597,615,157,,1200,65600
184,4,782,1972-12-05,14:20:26,inspection,25670,73,73,,100,65700
185,4,782,1972-12-12,16:22:09,inspection,25840,243,170,,100,65800
186,4,782,1972-12-20,01:39:33,inspection,26017,420,177,,100,65900
187,4,782,1972-12-24,14:48:34,failure,26126,529,109,,1200,67100
188,4,783,1972-12-24,18:58:28,inspection,26130,4,4,,100,67200
189,4,783,1973-01-01,08:14:07,inspection,26312,185,181,,100,67300
190,4,783,1973-01-08,13:49:24,inspection,26485,359,173,,100,67400
191,4,783,1973-01-16,07:56:25,inspection,26671,545,186,,100,67500
192,4,783,1973-01-21,16:36:35,failure,26800,673,128,,1200,68700
193,4,784,1973-01-24,12:38:33,inspection,26868,68,68,,100,68800
194,4,784,1973-01-30,17:28:14,inspection,27017,216,148,,100,68900
195,4,784,1973-02-05,22:20:04,inspection,27166,365,148,,100,69000
196,4,784,1973-02-09,21:13:12,failure,27261,460,94,,1200,70200
197,4,785,1973-02-11,14:23:46,inspection,27302,41,41,,100,70300
198,4,785,1973-02-18,00:38:50,inspection,27456,195,154,,100,70400
199,4,785,1973-02-23,23:01:14,inspection,27599,337,142,,100,70500
200,4,785,1973-03-02,21:37:26,inspection,27765,504,166,,100,70600
201,4,785,1973-03-09,17:02:57,replacement,27929,667,163,True,1000,71600
202,4,786,1973-03-17,03:13:13,inspection,28107,178,178,,100,71700
203,4,786,1973-03-24,09:48:02,inspection,28281,352,174,,100,71800
204,4,786,1973-03-25,14:24:14,failure,28310,381,28,,1200,73000
205,4,787,1973-03-31,22:23:19,inspection,28462,151,151,,100,73100
206,4,787,1973-04-06,13:52:38,inspection,28597,287,135,,100,73200
207,4,787,1973-04-12,09:20:10,inspection,28737,426,139,,100,73300
208,4,787,1973-04-17,00:22:08,inspection,28848,537,111,,100,73400
209,4,787,1973-04-23,14:56:57,replacement,29006,696,158,True,1000,74400
210,4,788,1973-04-29,13:50:07,inspection,29149,142,142,,100,74500
211,4,788,1973-05-05,22:12:20,inspection,29302,295,152,,100,74600
212,4,788,1973-05-15,04:06:32,inspection,29524,517,221,,100,74700
213,4,788,1973-05-19,02:52:21,failure,29618,611,94,,1200,75900
214,4,789,1973-05-21,18:57:06,inspection,29682,64,64,,100,76000
215,4,789,1973-05-27,15:38:58,inspection,29823,204,140,,100,76100
216,4,789,1973-06-03,22:23:22,inspection,29998,379,174,,100,76200
217,4,789,1973-06-08,16:05:28,inspection,30112,493,113,,100,76300
218,4,789,1973-06-15,01:52:36,inspection,30265,647,153,,100,76400
219,4,789,1973-06-21,11:13:02,replacement,30419,800,153,True,1000,77400
220,4,790,1973-06-29,17:27:12,inspection,30617,198,198,,100,77500
221,4,790,1973-07-07,03:58:32,inspection,30795,376,178,,100,77600
222,4,790,1973-07-13,04:50:08,inspection,30940,521,144,,100,77700
223,4,790,1973-07-14,09:19:02,failure,30969,550,28,,1200,78900
224,4,791,1973-07-21,06:50:18,inspection,31134,165,165,,100,79000
225,4,791,1973-07-29,12:52:46,inspection,31332,363,198,,100,79100
226,4,791,1973-08-04,20:08:04,inspection,31484,514,151,,100,79200
227,4,791,1973-08-11,15:35:39,inspection,31647,678,163,,100,79300
228,4,791,1973-08-12,20:34:54,failure,31676,707,28,,1200,80500
229,4,792,1973-08-17,23:18:33,inspection,31799,122,122,,100,80600
230,4,792,1973-08-22,22:40:49,inspection,31918,242,119,,100,80700
231,4,792,1973-08-30,15:08:46,inspection,32103,426,184,,100,80800
232,4,792,1973-09-07,05:06:47,replacement,32285,608,181,False,1000,81800
233,4,793,1973-09-15,00:37:24,inspection,32472,187,187,,100,81900
234,4,793,1973-09-21,05:48:30,inspection,32621,336,149,,100,82000
235,4,793,1973-09-28,15:39:07,inspection,32799,514,177,,100,82100
236,4,793,1973-10-02,18:56:46,failure,32898,613,99,,1200,83300
237,4,794,1973-10-05,00:15:49,inspection,32952,53,53,,100,83400
238,4,794,1973-10-12,20:25:09,inspection,33140,241,188,,100,83500
239,4,794,1973-10-19,19:21:52,inspection,33307,408,166,,100,83600
240,4,794,1973-10-28,13:25:17,inspection,33517,618,210,,100,83700
241,4,794,1973-11-06,16:29:50,replacement,33736,837,219,True,1000,84700
242,4,795,1973-11-13,15:51:20,inspection,33903,167,167,,100,84800
243,4,795,1973-11-23,01:29:09,inspection,34129,392,225,,100,84900
244,4,795,1973-11-26,06:52:49,failure,34206,470,77,,1200,86100
245,4,796,1973-11-30,15:54:39,inspection,34311,105,105,,100,86200
246,4,796,1973-12-08,08:24:37,inspection,34496,289,184,,100,86300
247,4,796,1973-12-14,11:09:49,inspection,34643,436,146,,100,86400
248,4,796,1973-12-15,12:42:00,failure,34668,461,25,,1200,87600
249,4,797,1973-12-20,04:42:21,inspection,34780,112,112,,100,87700
250,4,797,1973-12-25,02:08:00,inspection,34898,229,117,,100,87800
251,4,797,1973-12-31,03:05:06,inspection,35043,374,144,,100,87900
252,4,797,1974-01-07,08:54:29,inspection,35216,548,173,,100,88000
253,4,797,1974-01-15,16:44:33,replacement,35416,748,199,True,1000,89000
254,4,798,1974-01-23,10:38:15,inspection,35602,185,185,,100,89100
255,4,798,1974-01-25,08:45:34,failure,35648,232,46,,1200,90300
256,4,799,1974-01-30,04:45:59,inspection,35764,116,116,,100,90400
257,4,799,1974-02-08,15:13:59,inspection,35991,342,226,,100,90500
258,4,799,1974-02-16,08:27:08,inspection,36176,527,185,,100,90600
259,4,799,1974-02-17,10:04:21,failure,36202,553,25,,1200,91800
260,4,800,1974-02-22,08:58:01,inspection,36320,118,118,,100,91900
261,4,800,1974-02-28,12:38:16,inspection,36468,266,147,,100,92000
262,4,800,1974-03-06,11:01:35,inspection,36611,408,142,,100,92100
263,4,800,1974-03-14,04:22:09,failure,36796,594,185,,1200,93300
264,4,801,1974-03-14,17:39:52,inspection,36809,13,13,,100,93400
265,4,801,1974-03-21,06:50:10,inspection,36966,170,157,,100,93500
266,4,801,1974-03-29,17:54:57,inspection,37169,373,203,,100,93600
267,4,801,1974-03-30,19:07:06,failure,37195,398,25,,1200,94800
268,4,802,1974-04-08,14:10:39,inspection,37406,211,211,,100,94900
269,4,802,1974-04-15,21:42:23,inspection,37581,386,175,,100,95000
270,4,802,1974-04-23,17:23:17,inspection,37769,574,187,,100,95100
271,4,802,1974-05-02,17:14:10,replacement,37985,790,215,True,1000,96100
272,4,803,1974-05-09,06:05:51,inspection,38142,156,156,,100,96200
273,4,803,1974-05-16,21:35:00,inspection,38325,340,183,,100,96300
274,4,803,1974-05-22,21:54:23,inspection,38469,484,144,,100,96400
275,4,803,1974-05-28,13:31:33,failure,38605,620,135,,1200,97600
276,4,804,1974-05-30,16:59:47,inspection,38656,51,51,,100,97700
277,4,804,1974-06-05,12:23:09,inspection,38796,190,139,,100,97800
278,4,804,1974-06-12,12:47:16,inspection,38964,359,168,,100,97900
279,4,804,1974-06-20,04:47:36,inspection,39148,543,184,,100,98000
280,4,804,1974-06-21,06:21:33,failure,39174,568,25,,1200,99200
281,4,805,1974-06-26,23:05:08,inspection,39311,136,136,,100,99300
282,4,805,1974-07-05,02:00:42,inspection,39506,331,194,,100,99400
283,4,805,1974-07-11,14:06:13,inspection,39662,487,156,,100,99500
284,4,805,1974-07-17,20:15:17,inspection,39812,637,150,,100,99600
285,4,805,1974-07-25,00:02:39,replacement,39984,809,171,True,1000,100600
286,4,806,1974-07-29,16:25:59,inspection,40096,112,112,,100,100700
287,4,806,1974-08-07,03:35:41,inspection,40299,315,203,,100,100800
288,4,806,1974-08-09,16:26:56,failure,40360,376,60,,1200,102000
289,4,807,1974-08-14,01:56:17,inspection,40465,105,105,,100,102100
290,4,807,1974-08-23,02:46:06,inspection,40682,322,216,,100,102200
291,4,807,1974-08-30,06:12:15,inspection,40854,493,171,,100,102300
292,4,807,1974-09-05,04:24:51,inspection,40996,635,142,,100,102400
293,4,807,1974-09-08,12:46:02,failure,41076,716,80,,1200,103600
294,4,808,1974-09-12,22:25:45,inspection,41182,105,105,,100,103700
295,4,808,1974-09-17,22:04:34,inspection,41302,225,119,,100,103800
296,4,808,1974-09-23,05:23:02,failure,41429,352,127,,1200,105000
297,4,809,1974-09-25,03:33:18,inspection,41475,46,46,,100,105100
298,4,809,1974-10-03,15:55:54,inspection,41679,250,204,,100,105200
299,4,809,1974-10-10,05:37:41,inspection,41837,408,157,,100,105300
300,4,809,1974-10-13,06:30:35,failure,41910,481,72,,1200,106500
301,4,810,1974-10-15,03:40:02,inspection,41955,45,45,,100,106600
302,4,810,1974-10-21,02:40:31,inspection,42098,188,143,,100,106700
303,4,810,1974-10-26,01:16:00,inspection,42217,306,118,,100,106800
304,4,810,1974-10-27,05:19:51,failure,42245,334,28,,1200,108000
305,4,811,1974-10-31,17:56:25,inspection,42353,108,108,,100,108100
306,4,811,1974-11-08,14:37:00,inspection,42542,297,188,,100,108200
307,4,811,1974-11-15,05:51:50,inspection,42701,456,159,,100,108300
308,4,811,1974-11-21,04:36:12,inspection,42844,599,142,,100,108400
309,4,811,1974-11-29,14:43:07,replacement,43046,801,202,True,1000,109400
310,4,812,1974-12-06,14:52:15,inspection,43214,168,168,,100,109500
311,4,812,1974-12-13,01:54:21,inspection,43369,323,155,,100,109600
312,4,812,1974-12-15,03:45:52,failure,43419,373,49,,1200,110800
313,4,813,1974-12-18,23:20:08,inspection,43511,91,91,,100,110900
314,4,813,1974-12-26,01:28:51,inspection,43681,261,170,,100,111000
315,4,813,1975-01-01,21:48:02,inspection,43845,426,164,,100,111100
316,4,813,1975-01-10,00:57:57,inspection,44040,621,195,,100,111200
317,4,813,1975-01-15,06:05:31,replacement,44166,746,125,True,1000,112200
318,4,814,1975-01-20,11:03:11,inspection,44291,124,124,,100,112300
319,4,814,1975-01-27,08:52:07,inspection,44456,290,165,,100,112400
320,4,814,1975-02-02,11:34:10,inspection,44603,437,146,,100,112500
321,4,814,1975-02-08,01:16:30,failure,44737,571,133,,1200,113700
322,4,815,1975-02-09,09:47:33,inspection,44769,32,32,,100,113800
323,4,815,1975-02-17,03:36:41,inspection,44955,218,185,,100,113900
324,4,815,1975-02-23,21:36:19,inspection,45117,380,161,,100,114000
325,4,815,1975-03-03,01:04:31,inspection,45289,551,171,,100,114100
326,4,815,1975-03-05,19:35:22,failure,45355,618,66,,1200,115300
327,4,816,1975-03-08,12:46:29,inspection,45420,65,65,,100,115400
328,4,816,1975-03-15,23:49:26,inspection,45599,244,179,,100,115500
329,4,816,1975-03-23,06:49:15,inspection,45774,419,174,,100,115600
330,4,816,1975-03-29,23:34:42,replacement,45935,579,160,False,1000,116600
331,4,817,1975-04-06,05:54:48,inspection,46109,174,174,,100,116700
332,4,817,1975-04-12,11:17:50,inspection,46259,323,149,,100,116800
333,4,817,1975-04-19,11:51:22,inspection,46427,492,168,,100,116900
334,4,817,1975-04-26,02:47:18,replacement,46586,651,158,True,1000,117900
335,4,818,1975-05-03,12:00:49,inspection,46764,177,177,,100,118000
336,4,818,1975-05-10,18:11:45,inspection,46938,351,174,,100,118100
337,4,818,1975-05-19,21:04:58,inspection,47157,570,218,,100,118200
338,4,818,1975-05-26,05:59:43,replacement,47309,723,152,True,1000,119200
339,4,819,1975-06-04,05:40:11,inspection,47525,215,215,,100,119300
340,4,819,1975-06-10,00:39:43,inspection,47664,354,138,,100,119400
341,4,819,1975-06-16,15:09:08,inspection,47823,513,158,,100,119500
342,4,819,1975-06-19,23:40:05,failure,47903,593,80,,1200,120700
343,4,820,1975-06-23,06:09:42,inspection,47982,78,78,,100,120800
344,4,820,1975-06-28,17:12:54,inspection,48113,209,131,,100,120900
345,4,820,1975-07-06,09:36:43,inspection,48297,393,184,,100,121000
346,4,820,1975-07-11,06:57:24,failure,48414,511,117,,1200,122200
347,4,821,1975-07-14,08:23:48,inspection,48488,73,73,,100,122300
348,4,821,1975-07-20,18:37:05,inspection,48642,227,154,,100,122400
349,4,821,1975-07-27,15:32:31,inspection,48807,392,164,,100,122500
350,4,821,1975-08-04,09:29:35,inspection,48993,578,185,,100,122600
351,4,821,1975-08-09,18:00:36,failure,49122,707,128,,1200,123800
352,4,822,1975-08-14,02:45:16,inspection,49226,104,104,,100,123900
353,4,822,1975-08-20,11:29:18,inspection,49379,257,152,,100,124000
354,4,822,1975-08-26,15:55:51,inspection,49527,405,148,,100,124100
355,4,822,1975-09-02,16:01:08,inspection,49696,574,168,,100,124200
356,4,822,1975-09-08,15:09:06,replacement,49839,717,143,True,1000,125200
357,4,823,1975-09-16,05:54:30,inspection,50021,182,182,,100,125300
358,4,823,1975-09-24,18:15:08,inspection,50226,387,204,,100,125400
359,4,823,1975-10-03,08:48:17,replacement,50432,593,206,False,1000,126400
360,4,824,1975-10-08,10:20:38,inspection,50554,121,121,,100,126500
361,4,824,1975-10-16,14:51:28,inspection,50750,318,196,,100,126600
362,4,824,1975-10-21,06:30:39,inspection,50862,429,111,,100,126700
363,4,824,1975-10-26,22:47:40,failure,50998,565,136,,1200,127900
364,4,825,1975-10-28,17:54:04,inspection,51041,43,43,,100,128000
365,4,825,1975-11-03,16:56:33,inspection,51184,186,143,,100,128100
366,4,825,1975-11-10,09:55:13,inspection,51345,347,160,,100,128200
367,4,825,1975-11-17,01:28:58,inspection,51505,506,159,,100,128300
368,4,825,1975-11-20,02:26:57,failure,51578,579,72,,1200,129500
369,4,826,1975-11-25,20:10:03,inspection,51716,137,137,,100,129600
370,4,826,1975-12-02,06:35:22,inspection,51870,292,154,,100,129700
371,4,826,1975-12-07,06:57:58,inspection,51990,412,120,,100,129800
372,4,826,1975-12-15,05:17:16,inspection,52181,602,190,,100,129900
373,4,826,1975-12-16,17:24:29,failure,52217,638,36,,1200,131100
374,4,827,1975-12-22,14:48:28,inspection,52358,141,141,,100,131200
375,4,827,1975-12-28,09:59:36,failure,52497,280,139,,1200,132400
376,4,828,1975-12-29,13:23:19,inspection,52525,27,27,,100,132500
377,4,828,1976-01-04,03:06:43,inspection,52659,161,133,,100,132600
378,4,828,1976-01-11,06:09:49,inspection,52830,332,171,,100,132700
379,4,828,1976-01-18,03:19:02,inspection,52995,497,165,,100,132800
380,4,828,1976-01-25,15:32:52,inspection,53175,677,180,,100,132900
381,4,828,1976-01-25,20:37:54,failure,53180,682,5,,1200,134100
382,4,829,1976-01-30,22:35:15,inspection,53302,121,121,,100,134200
383,4,829,1976-02-09,03:31:53,inspection,53523,342,220,,100,134300
